h_deg,v_deg,flux_lm,solid_angle_sr,intensity_cd
-9.5,-14.5,0.0021489,0.000294910893,7.28660775
-8.5,-14.5,0.0028101,0.000294910893,9.52864091
-7.5,-14.5,0.001653,0.000294910893,5.60508289
-6.5,-14.5,0.0024795,0.000294910893,8.40762433
-5.5,-14.5,0.0021489,0.000294910893,7.28660775
-4.5,-14.5,0.0038019,0.000294910893,12.8916906
-3.5,-14.5,0.0028101,0.000294910893,9.52864091
-2.5,-14.5,0.0019836,0.000294910893,6.72609947
-1.5,-14.5,0.003306,0.000294910893,11.2101658
-0.5,-14.5,0.0026448,0.000294910893,8.96813262
0.5,-14.5,0.0038019,0.000294910893,12.8916906
1.5,-14.5,0.0029754,0.000294910893,10.0891492
2.5,-14.5,0.0024795,0.000294910893,8.40762433
3.5,-14.5,0.0018183,0.000294910893,6.16559118
4.5,-14.5,0.0014877,0.000294910893,5.0445746
5.5,-14.5,0.0026448,0.000294910893,8.96813262
6.5,-14.5,0.0031407,0.000294910893,10.6496575
7.5,-14.5,0.0021489,0.000294910893,7.28660775
8.5,-14.5,0.0036366,0.000294910893,12.3311824
9.5,-14.5,0.0028101,0.000294910893,9.52864091
10.5,-14.5,0.0023142,0.000294910893,7.84711604
11.5,-14.5,0.0036366,0.000294910893,12.3311824
12.5,-14.5,0.0023142,0.000294910893,7.84711604
13.5,-14.5,0.0028101,0.000294910893,9.52864091
14.5,-14.5,0.0028101,0.000294910893,9.52864091
15.5,-14.5,0.0029754,0.000294910893,10.0891492
16.5,-14.5,0.0031407,0.000294910893,10.6496575
17.5,-14.5,0.0024795,0.000294910893,8.40762433
18.5,-14.5,0.0028101,0.000294910893,9.52864091
19.5,-14.5,0.0039672,0.000294910893,13.4521989
20.5,-14.5,0.0036366,0.000294910893,12.3311824
21.5,-14.5,0.0028101,0.000294910893,9.52864091
22.5,-14.5,0.0021489,0.000294910893,7.28660775
23.5,-14.5,0.0024795,0.000294910893,8.40762433
24.5,-14.5,0.003306,0.000294910893,11.2101658
25.5,-14.5,0.0018183,0.000294910893,6.16559118
26.5,-14.5,0.0044631,0.000294910893,15.1337238
27.5,-14.5,0.0026448,0.000294910893,8.96813262
28.5,-14.5,0.0028101,0.000294910893,9.52864091
29.5,-14.5,0.003306,0.000294910893,11.2101658
-29.5,-13.5,0.0019836,0.000296197057,6.69689301
-28.5,-13.5,0.001653,0.000296197057,5.58074418
-27.5,-13.5,0.003306,0.000296197057,11.1614884
-26.5,-13.5,0.0023142,0.000296197057,7.81304185
-25.5,-13.5,0.0031407,0.000296197057,10.6034139
-24.5,-13.5,0.0023142,0.000296197057,7.81304185
-23.5,-13.5,0.0034713,0.000296197057,11.7195628
-22.5,-13.5,0.0028101,0.000296197057,9.4872651
-21.5,-13.5,0.0019836,0.000296197057,6.69689301
-20.5,-13.5,0.0021489,0.000296197057,7.25496743
-19.5,-13.5,0.0042978,0.000296197057,14.5099349
-18.5,-13.5,0.004959,0.000296197057,16.7422325
-17.5,-13.5,0.0018183,0.000296197057,6.1388186
-16.5,-13.5,0.0036366,0.000296197057,12.2776372
-15.5,-13.5,0.0011571,0.000296197057,3.90652092
-14.5,-13.5,0.003306,0.000296197057,11.1614884
-13.5,-13.5,0.004959,0.000296197057,16.7422325
-12.5,-13.5,0.0024795,0.000296197057,8.37111627
-11.5,-13.5,0.0028101,0.000296197057,9.4872651
-10.5,-13.5,0.0011571,0.000296197057,3.90652092
-9.5,-13.5,0.003306,0.000296197057,11.1614884
-8.5,-13.5,0.0031407,0.000296197057,10.6034139
-7.5,-13.5,0.0018183,0.000296197057,6.1388186
-6.5,-13.5,0.0026448,0.000296197057,8.92919068
-5.5,-13.5,0.0046284,0.000296197057,15.6260837
-4.5,-13.5,0.0034713,0.000296197057,11.7195628
-3.5,-13.5,0.0042978,0.000296197057,14.5099349
-2.5,-13.5,0.0029754,0.000296197057,10.0453395
-1.5,-13.5,0.0029754,0.000296197057,10.0453395
-0.5,-13.5,0.0026448,0.000296197057,8.92919068
0.5,-13.5,0.0024795,0.000296197057,8.37111627
1.5,-13.5,0.0036366,0.000296197057,12.2776372
2.5,-13.5,0.0029754,0.000296197057,10.0453395
3.5,-13.5,0.0031407,0.000296197057,10.6034139
4.5,-13.5,0.0034713,0.000296197057,11.7195628
5.5,-13.5,0.0036366,0.000296197057,12.2776372
6.5,-13.5,0.0021489,0.000296197057,7.25496743
7.5,-13.5,0.0023142,0.000296197057,7.81304185
8.5,-13.5,0.0029754,0.000296197057,10.0453395
9.5,-13.5,0.003306,0.000296197057,11.1614884
10.5,-13.5,0.0018183,0.000296197057,6.1388186
11.5,-13.5,0.0029754,0.000296197057,10.0453395
12.5,-13.5,0.0031407,0.000296197057,10.6034139
13.5,-13.5,0.0031407,0.000296197057,10.6034139
14.5,-13.5,0.0026448,0.000296197057,8.92919068
15.5,-13.5,0.0036366,0.000296197057,12.2776372
16.5,-13.5,0.0023142,0.000296197057,7.81304185
17.5,-13.5,0.0038019,0.000296197057,12.8357116
18.5,-13.5,0.0042978,0.000296197057,14.5099349
19.5,-13.5,0.0026448,0.000296197057,8.92919068
20.5,-13.5,0.0024795,0.000296197057,8.37111627
21.5,-13.5,0.0019836,0.000296197057,6.69689301
22.5,-13.5,0.0029754,0.000296197057,10.0453395
23.5,-13.5,0.003306,0.000296197057,11.1614884
24.5,-13.5,0.0013224,0.000296197057,4.46459534
25.5,-13.5,0.0031407,0.000296197057,10.6034139
26.5,-13.5,0.0021489,0.000296197057,7.25496743
27.5,-13.5,0.0018183,0.000296197057,6.1388186
28.5,-13.5,0.0028101,0.000296197057,9.4872651
29.5,-13.5,0.0023142,0.000296197057,7.81304185
-29.5,-12.5,0.0029754,0.000297392996,10.0049431
-28.5,-12.5,0.0028101,0.000297392996,9.44911292
-27.5,-12.5,0.0026448,0.000297392996,8.89328275
-26.5,-12.5,0.0036366,0.000297392996,12.2282638
-25.5,-12.5,0.0028101,0.000297392996,9.44911292
-24.5,-12.5,0.0036366,0.000297392996,12.2282638
-23.5,-12.5,0.0038019,0.000297392996,12.7840939
-22.5,-12.5,0.003306,0.000297392996,11.1166034
-21.5,-12.5,0.0038019,0.000297392996,12.7840939
-20.5,-12.5,0.0028101,0.000297392996,9.44911292
-19.5,-12.5,0.0023142,0.000297392996,7.7816224
-18.5,-12.5,0.0039672,0.000297392996,13.3399241
-17.5,-12.5,0.0019836,0.000297392996,6.66996206
-16.5,-12.5,0.003306,0.000297392996,11.1166034
-15.5,-12.5,0.0039672,0.000297392996,13.3399241
-14.5,-12.5,0.0031407,0.000297392996,10.5607733
-13.5,-12.5,0.0029754,0.000297392996,10.0049431
-12.5,-12.5,0.0019836,0.000297392996,6.66996206
-11.5,-12.5,0.0026448,0.000297392996,8.89328275
-10.5,-12.5,0.0026448,0.000297392996,8.89328275
-9.5,-12.5,0.003306,0.000297392996,11.1166034
-8.5,-12.5,0.0023142,0.000297392996,7.7816224
-7.5,-12.5,0.0023142,0.000297392996,7.7816224
-6.5,-12.5,0.0028101,0.000297392996,9.44911292
-5.5,-12.5,0.0041325,0.000297392996,13.8957543
-4.5,-12.5,0.0026448,0.000297392996,8.89328275
