lens_id,diffuser_id,rows,cols,spacing_x_mm,spacing_y_mm,lens_position_mm,current_per_led_ma,total_current_ma,power_w,source_flux_lm,exit_flux_lm,i00_cd,imax_cd,apparent_area_cm2,passed,note
cree_xhp70b_r148_lower_bound_60x45,none,2,1,14.0,9.0,18.0,12.832272285774605,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,1,14.0,14.0,18.0,12.832272285774605,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,1,14.0,20.0,18.0,12.832272285774605,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,1,20.0,9.0,18.0,12.832272285774605,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,1,20.0,14.0,18.0,12.832272285774605,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,1,20.0,20.0,18.0,12.832272285774605,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,3,9.0,9.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,3,9.0,14.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,3,9.0,20.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,3,14.0,9.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,3,14.0,14.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,3,14.0,20.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,3,20.0,9.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,3,20.0,14.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,3,20.0,20.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,1,9.0,9.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,1,9.0,14.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,1,9.0,20.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,1,14.0,9.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,1,14.0,14.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,1,14.0,20.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,1,20.0,9.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,1,20.0,14.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,1,20.0,20.0,18.0,8.554848190516404,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,4,9.0,9.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,4,9.0,14.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,4,9.0,20.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,4,14.0,9.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,4,14.0,14.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,4,14.0,20.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,4,20.0,9.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,4,20.0,14.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,1,4,20.0,20.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,2,9.0,9.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,2,9.0,14.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,2,9.0,20.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,2,14.0,9.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,2,14.0,14.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,2,14.0,20.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,2,20.0,9.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,2,20.0,14.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,2,20.0,20.0,18.0,6.416136142887303,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,3,9.0,9.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,3,9.0,14.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,3,9.0,20.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,3,14.0,9.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,3,14.0,14.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,3,14.0,20.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,3,20.0,9.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,3,20.0,14.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,3,20.0,20.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,2,9.0,9.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,2,9.0,14.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,2,9.0,20.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,2,14.0,9.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,2,14.0,14.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,2,14.0,20.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,2,20.0,9.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,2,20.0,14.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,2,20.0,20.0,18.0,4.277424095258202,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,4,9.0,9.0,18.0,3.2080680714436514,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,4,9.0,14.0,18.0,3.2080680714436514,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,4,9.0,20.0,18.0,3.2080680714436514,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,4,14.0,9.0,18.0,3.2080680714436514,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,4,14.0,14.0,18.0,3.2080680714436514,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,4,14.0,20.0,18.0,3.2080680714436514,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,4,20.0,9.0,18.0,3.2080680714436514,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,4,20.0,14.0,18.0,3.2080680714436514,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,2,4,20.0,20.0,18.0,3.2080680714436514,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,3,9.0,9.0,18.0,2.851616063505468,25.66454457154921,0.3079745348585905,41.79654401652301,33.43723521321841,400.0000000000001,400.0000000000001,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,3,9.0,14.0,18.0,2.851616063505468,25.66454457154921,0.3079745348585905,41.79654401652301,33.43723521321841,400.0000000000001,400.0000000000001,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,3,9.0,20.0,18.0,2.851616063505468,25.66454457154921,0.3079745348585905,41.79654401652301,33.43723521321841,400.0000000000001,400.0000000000001,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,3,14.0,9.0,18.0,2.851616063505468,25.66454457154921,0.3079745348585905,41.79654401652301,33.43723521321841,400.0000000000001,400.0000000000001,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,3,14.0,14.0,18.0,2.851616063505468,25.66454457154921,0.3079745348585905,41.79654401652301,33.43723521321841,400.0000000000001,400.0000000000001,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,3,14.0,20.0,18.0,2.851616063505468,25.66454457154921,0.3079745348585905,41.79654401652301,33.43723521321841,400.0000000000001,400.0000000000001,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,3,20.0,9.0,18.0,2.851616063505468,25.66454457154921,0.3079745348585905,41.79654401652301,33.43723521321841,400.0000000000001,400.0000000000001,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,3,20.0,14.0,18.0,2.851616063505468,25.66454457154921,0.3079745348585905,41.79654401652301,33.43723521321841,400.0000000000001,400.0000000000001,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,3,20.0,20.0,18.0,2.851616063505468,25.66454457154921,0.3079745348585905,41.79654401652301,33.43723521321841,400.0000000000001,400.0000000000001,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,4,9.0,9.0,18.0,2.138712047629101,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,4,9.0,14.0,18.0,2.138712047629101,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,4,9.0,20.0,18.0,2.138712047629101,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,4,14.0,9.0,18.0,2.138712047629101,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,4,14.0,14.0,18.0,2.138712047629101,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,4,14.0,20.0,18.0,2.138712047629101,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,4,20.0,9.0,18.0,2.138712047629101,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,4,20.0,14.0,18.0,2.138712047629101,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
cree_xhp70b_r148_lower_bound_60x45,none,3,4,20.0,20.0,18.0,2.138712047629101,25.66454457154921,0.3079745348585905,41.796544016523,33.4372352132184,400.0,400.0,27.0,True,Analytical energy-consistent R148 lower-bound target; not a purchasable certified lens.
