lens_id,diffuser_id,rows,cols,spacing_x_mm,spacing_y_mm,lens_position_mm,current_per_led_ma,total_current_ma,power_w,source_flux_lm,exit_flux_lm,i00_cd,imax_cd,apparent_area_cm2,passed,note
carclo_10756_xhp70p2,none,1,4,28.0,28.0,,91.51882287813218,366.07529151252874,4.3929034981503445,596.179760463261,431.86731469311,10693.650433934574,10809.682342848546,28.274333882308138,False,scaled physical approximation
carclo_10756_xhp70p2,none,2,2,28.0,28.0,,91.51882287813218,366.07529151252874,4.3929034981503445,596.179760463261,431.86731469311,10693.650433934574,10809.682342848546,28.274333882308138,False,scaled physical approximation
carclo_10756_xhp70p2,none,2,3,28.0,28.0,,67.12201888140392,402.73211328842353,4.832785359461083,655.8780130697183,474.865685397404,11918.869288324611,12106.227691191989,42.411500823462205,False,scaled physical approximation
carclo_10756_xhp70p2,none,3,2,28.0,28.0,,67.12201888140392,402.73211328842353,4.832785359461083,655.8780130697183,474.865685397404,11918.869288324611,12106.227691191989,42.411500823462205,False,scaled physical approximation
carclo_10756_xhp70p2,none,3,3,28.0,28.0,,49.79709302393553,448.1738372154198,5.378086046585038,729.8831063222551,528.4222025153994,13275.173801981102,13527.205890532437,63.61725123519331,False,scaled physical approximation
carclo_10756_xhp70p2,none,3,4,28.0,28.0,,38.15974267771992,457.916912132639,5.4950029455916685,745.7503997588692,539.7618368653687,13530.99636860693,14102.205746930382,84.82300164692441,False,scaled physical approximation
carclo_10756_xhp70p2,none,2,4,28.0,28.0,,58.19058664123473,465.52469312987785,5.586296317558534,758.1402145258011,548.8253491506623,13934.293447027649,14269.85884065345,56.548667764616276,False,scaled physical approximation
carclo_10756_xhp70p2,none,1,1,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,7.0685834705770345,False,apparent area fails
ledil_c12868_flare_maxi_xhp70p2,none,1,1,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,11.288699999999999,False,apparent area fails
ledil_c16369_hb_sq_w_xhp70p2,none,1,1,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,6.25,False,apparent area fails
ledil_f15539_jenny_40_xhp70p2,none,1,1,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,12.25,False,apparent area fails
carclo_10756_xhp70p2,none,1,2,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,14.137166941154069,False,apparent area fails
carclo_10756_xhp70p2,none,2,1,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,14.137166941154069,False,apparent area fails
ledil_c12868_flare_maxi_xhp70p2,none,1,2,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,22.577399999999997,False,apparent area fails
ledil_c12868_flare_maxi_xhp70p2,none,2,1,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,22.577399999999997,False,apparent area fails
ledil_c16369_hb_sq_w_xhp70p2,none,1,2,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,12.5,False,apparent area fails
ledil_c16369_hb_sq_w_xhp70p2,none,2,1,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,12.5,False,apparent area fails
ledil_f15539_jenny_40_xhp70p2,none,1,2,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,24.5,False,apparent area fails
ledil_f15539_jenny_40_xhp70p2,none,2,1,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,24.5,False,apparent area fails
carclo_10756_xhp70p2,none,1,3,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,21.205750411731103,False,apparent area fails
carclo_10756_xhp70p2,none,3,1,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,21.205750411731103,False,apparent area fails
ledil_c16369_hb_sq_w_xhp70p2,none,1,3,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,18.75,False,apparent area fails
ledil_c16369_hb_sq_w_xhp70p2,none,3,1,28.0,28.0,,inf,inf,inf,0.0,0.0,0.0,0.0,18.75,False,apparent area fails
