lens_id,diffuser_id,rows,cols,spacing_x_mm,spacing_y_mm,lens_position_mm,current_per_led_ma,total_current_ma,power_w,source_flux_lm,exit_flux_lm,i00_cd,imax_cd,apparent_area_cm2,passed,note
carclo_10756_xhp70p2,plane_diffuser,2,3,28.0,28.0,,21.057590609372216,126.3455436562333,1.5161465238747995,205.76274252586563,116.27709148265001,411.4004881290706,474.3272413001563,27.0,True,scaled physical approximation
carclo_10756_xhp70p2,plane_diffuser,3,2,28.0,28.0,,21.057590609372216,126.3455436562333,1.5161465238747995,205.76274252586563,116.27709148265001,411.4004881290706,474.3272413001563,27.0,True,scaled physical approximation
ledil_c16369_hb_sq_w_xhp70p2,none,3,3,28.0,28.0,,14.12276059457368,127.10484535116312,1.5252581442139574,206.99931957189423,164.72844642495076,499.2983068155317,562.8700883285103,56.25,True,scaled physical approximation
carclo_10756_xhp70p2,plane_diffuser,1,1,28.0,28.0,,127.80906257857896,127.80906257857896,1.5337087509429475,208.14618762797144,117.55810573945065,424.1358080824023,483.1673160821938,27.0,True,scaled physical approximation
carclo_10756_xhp70p2,plane_diffuser,3,3,28.0,28.0,,14.517769157667118,130.65992241900406,1.567919069028049,212.7890165109495,120.24195636445785,437.7261522393557,503.68899163094625,27.0,True,scaled physical approximation
carclo_10756_xhp70p2,plane_diffuser,2,4,28.0,28.0,,16.37485751458151,130.99886011665208,1.571986321399825,213.3410007614048,120.54130180568443,400.0,485.05547162561936,27.0,True,scaled physical approximation
carclo_10756_xhp70p2,plane_diffuser,1,2,28.0,28.0,,67.04817486608225,134.0963497321645,1.6091561967859738,218.38548384952503,123.42260640995326,446.77454894271773,502.914930427903,27.0,True,scaled physical approximation
carclo_10756_xhp70p2,plane_diffuser,2,1,28.0,28.0,,67.04817486608225,134.0963497321645,1.6091561967859738,218.38548384952503,123.42260640995326,446.77454894271773,502.914930427903,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,3,3,28.0,28.0,,16.088565280709325,144.79708752638393,1.7375650503166071,235.81239968582526,151.19801860801397,416.6464911001653,439.57058262278747,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,1,2,28.0,28.0,,73.4572703494994,146.9145406989988,1.7629744883879854,239.26082342408375,153.43326691670455,400.1011538935039,448.32934402596067,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,2,1,28.0,28.0,,73.4572703494994,146.9145406989988,1.7629744883879854,239.26082342408375,153.43326691670455,400.1011538935039,448.32934402596067,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,3,4,28.0,28.0,,12.295883695425884,147.5506043451106,1.770607252141327,240.2966985048944,154.02804292515725,401.64753692848524,458.54118494108155,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,2,3,28.0,28.0,,25.46074682385585,152.76448094313508,1.833173771317621,248.7878689645343,159.52632804184256,414.10897489870473,479.7636898877186,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,3,2,28.0,28.0,,25.46074682385585,152.76448094313508,1.833173771317621,248.7878689645343,159.52632804184256,414.10897489870473,479.7636898877186,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,1,4,28.0,28.0,,38.83800834521332,155.35203338085327,1.864224400570239,253.00188293453246,162.3158628385544,400.0,502.34398688644313,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,2,2,28.0,28.0,,38.83800834521332,155.35203338085327,1.864224400570239,253.00188293453246,162.3158628385544,400.0,502.34398688644313,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,1,3,28.0,28.0,,52.257503013270956,156.77250903981286,1.8812701084777543,255.31522900769522,163.69181065605156,437.7561243005205,467.2634560787772,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,3,1,28.0,28.0,,52.257503013270956,156.77250903981286,1.8812701084777543,255.31522900769522,163.69181065605156,437.7561243005205,467.2634560787772,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,2,4,28.0,28.0,,19.61153685844548,156.89229486756383,1.882707538410766,255.51030878431825,163.8114503507479,415.8320175174307,470.8020968180647,27.0,True,scaled physical approximation
ledil_f15539_jenny_40_xhp70p2,plane_diffuser,1,1,28.0,28.0,,158.14674600520914,158.14674600520914,1.8977609520625096,257.55327206562635,165.05035871290306,400.0,512.142793208378,27.0,True,scaled physical approximation
ledil_c16369_hb_sq_w_xhp70p2,plane_diffuser,1,4,28.0,28.0,,60.98255839725798,243.93023358903193,2.9271628030683834,397.257808987852,246.18057113525387,400.0,517.5796801569724,27.0,True,scaled physical approximation
ledil_c16369_hb_sq_w_xhp70p2,plane_diffuser,2,2,28.0,28.0,,60.98255839725798,243.93023358903193,2.9271628030683834,397.257808987852,246.18057113525387,400.0,517.5796801569724,27.0,True,scaled physical approximation
